"Days","Number of all animals","Number of all plants","Number of free fields","Number of occupied fields","Average energy level","Life expectancy","The most popular genome"
"80","125","423","2062","584","706.4378494522607","41.73067785176768","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"80","125","423","2062","584","706.4378494522607","41.73067785176768","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"81","127","433","2065","582","705.3291609466028","42.096108156653074","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"81","127","417","2065","582","705.3291609466028","42.096108156653074","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"81","127","417","2065","582","705.3291609466028","42.096108156653074","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"81","127","417","2065","582","705.3291609466028","42.096108156653074","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"81","130","427","2065","582","705.3291609466028","42.096108156653074","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"81","130","427","2065","582","705.3291609466028","42.096108156653074","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"82","129","416","2064","583","699.7991958579167","42.27882330909577","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"82","129","416","2064","583","699.7991958579167","42.27882330909577","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"82","129","416","2064","583","699.7991958579167","42.27882330909577","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"83","133","426","2059","588","682.5161392823418","41.92512594026217","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"83","133","426","2059","588","682.5161392823418","41.92512594026217","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"83","133","420","2059","588","682.5161392823418","41.92512594026217","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"83","133","420","2059","588","682.5161392823418","41.92512594026217","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"83","133","420","2059","588","682.5161392823418","41.92512594026217","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"83","139","430","2059","588","682.5161392823418","41.92512594026217","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"84","139","420","2055","592","658.3012351087968","41.748277255845366","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"84","139","420","2055","592","658.3012351087968","41.748277255845366","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"84","139","420","2055","592","658.3012351087968","41.748277255845366","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"84","139","420","2055","592","658.3012351087968","41.748277255845366","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"85","142","430","2055","592","640.0238569910182","41.65985291363697","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"85","142","430","2055","592","640.0238569910182","41.65985291363697","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"85","142","414","2055","592","640.0238569910182","41.65985291363697","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"85","142","414","2055","592","640.0238569910182","41.65985291363697","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"85","142","414","2055","592","640.0238569910182","41.65985291363697","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"85","144","424","2055","592","640.0238569910182","41.65985291363697","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"85","144","424","2055","592","640.0238569910182","41.65985291363697","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"86","144","415","2049","599","622.0605396066202","41.61564074253277","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"86","144","415","2049","599","622.0605396066202","41.61564074253277","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"86","144","415","2049","599","622.0605396066202","41.61564074253277","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"87","145","425","2048","600","622.8199249757239","41.593534656980665","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"87","145","425","2048","600","622.8199249757239","41.593534656980665","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"87","145","416","2048","600","622.8199249757239","41.593534656980665","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"87","145","416","2048","600","622.8199249757239","41.593534656980665","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"87","148","426","2048","600","622.8199249757239","41.593534656980665","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"87","148","426","2048","600","622.8199249757239","41.593534656980665","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"88","148","426","2053","596","622.714016541916","41.58248161420462","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"88","147","413","2053","596","622.714016541916","41.58248161420462","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"88","147","413","2053","596","622.714016541916","41.58248161420462","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"88","147","413","2053","596","622.714016541916","41.58248161420462","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"88","150","423","2053","596","622.714016541916","41.58248161420462","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"89","150","409","2055","594","631.617008270958","43.09124080710231","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"89","150","409","2055","594","631.617008270958","43.09124080710231","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"89","150","409","2055","594","631.617008270958","43.09124080710231","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"89","150","409","2055","594","631.617008270958","43.09124080710231","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"89","150","419","2055","594","631.617008270958","43.09124080710231","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"90","150","419","2059","591","650.2251708021456","43.84562040355115","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"90","150","419","2059","591","650.2251708021456","43.84562040355115","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"90","150","403","2059","591","650.2251708021456","43.84562040355115","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"90","150","403","2059","591","650.2251708021456","43.84562040355115","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
