"Days","Number of all animals","Number of all plants","Number of free fields","Number of occupied fields","Average energy level","Life expectancy","The most popular genome"
"231","387","103","2136","563","316.858547688578","60.19896635520203","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"231","387","103","2136","563","316.858547688578","60.19896635520203","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"231","387","103","2136","563","316.858547688578","60.19896635520203","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"232","389","113","2146","553","319.3110219162685","60.138928806598884","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"232","379","104","2146","553","319.3110219162685","60.138928806598884","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"232","379","104","2146","553","319.3110219162685","60.138928806598884","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"232","379","104","2146","553","319.3110219162685","60.138928806598884","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"232","379","104","2146","553","319.3110219162685","60.138928806598884","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"232","382","114","2146","553","319.3110219162685","60.138928806598884","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"233","379","107","2153","546","321.6070816387625","60.13940177281928","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"233","379","107","2153","546","321.6070816387625","60.13940177281928","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"233","379","107","2153","546","321.6070816387625","60.13940177281928","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"234","381","117","2146","553","324.4137770398537","60.134016239106735","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"234","381","117","2146","553","324.4137770398537","60.134016239106735","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"234","371","104","2146","553","324.4137770398537","60.134016239106735","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"234","371","104","2146","553","324.4137770398537","60.134016239106735","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"234","371","104","2146","553","324.4137770398537","60.134016239106735","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"234","372","114","2146","553","324.4137770398537","60.134016239106735","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"235","361","102","2160","539","331.4192541113247","60.2753414528867","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"235","361","102","2160","539","331.4192541113247","60.2753414528867","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"235","361","102","2160","539","331.4192541113247","60.2753414528867","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"235","361","102","2160","539","331.4192541113247","60.2753414528867","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"235","368","112","2160","539","331.4192541113247","60.2753414528867","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"235","368","112","2160","539","331.4192541113247","60.2753414528867","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"236","362","104","2170","530","333.17701836001015","60.460732356662035","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"236","362","104","2170","530","333.17701836001015","60.460732356662035","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"236","362","104","2170","530","333.17701836001015","60.460732356662035","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"237","363","114","2160","540","339.8846524306938","60.490680520177776","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"237","363","114","2160","540","339.8846524306938","60.490680520177776","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"237","363","114","2160","540","339.8846524306938","60.490680520177776","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"237","354","104","2160","540","339.8846524306938","60.490680520177776","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"237","354","104","2160","540","339.8846524306938","60.490680520177776","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"237","354","104","2160","540","339.8846524306938","60.490680520177776","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"237","354","104","2160","540","339.8846524306938","60.490680520177776","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"237","354","104","2160","540","339.8846524306938","60.490680520177776","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"237","358","114","2160","540","339.8846524306938","60.490680520177776","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"238","353","104","2171","529","343.08618096395026","60.62082288557151","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"238","353","104","2171","529","343.08618096395026","60.62082288557151","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"238","353","104","2171","529","343.08618096395026","60.62082288557151","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"238","357","114","2171","529","343.08618096395026","60.62082288557151","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"239","351","105","2166","534","346.74337059401995","60.73966574488901","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"239","351","105","2166","534","346.74337059401995","60.73966574488901","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"239","351","105","2166","534","346.74337059401995","60.73966574488901","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"240","355","115","2167","533","348.0167557195452","61.104237409306506","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"240","355","115","2167","533","348.0167557195452","61.104237409306506","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"240","348","107","2167","533","348.0167557195452","61.104237409306506","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"240","348","107","2167","533","348.0167557195452","61.104237409306506","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"240","353","117","2167","533","348.0167557195452","61.104237409306506","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"240","353","117","2167","533","348.0167557195452","61.104237409306506","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"241","353","117","2169","531","348.21659315722303","61.41126049569803","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
"241","348","111","2169","531","348.21659315722303","61.41126049569803","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 0, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 0, 0, 7, 7, 6, 1, 3, 7, 7, 1, 7, 2, 2, 4, 2, 4, 5, 0, 2, 0, 1, 7, 7, 6, 5, 1, 0, 5, 6, 3, 1, 4, 5, 7]"
